"No.","Ticker","Market Cap","Dividend Yield","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Earnings Date","Price","Change","Volume"
774,"BL",4779.00,,-4.00%,-10.00%,-3.80%,3.60,3.60,0.97,0.97,80.30%,-7.20%,-12.40%,8/6/2020 4:30:00 PM,79.84,-1.43%,703730
775,"BLBD",335.16,,3.10%,-18.00%,30.20%,1.30,0.20,,,12.00%,2.80%,1.30%,8/12/2020 4:30:00 PM,12.61,0.08%,48175
776,"BLCM",33.12,,-94.00%,487.80%,-832.00%,0.90,0.90,,,,,,8/6/2020 4:30:00 PM,6.90,3.76%,80009
777,"BLCN",,0.78%,,,,,,,,,,,,34.04,-1.19%,38238
778,"BLCT",389.35,,,,3.80%,3.40,3.40,,,28.00%,-6.80%,-90.10%,8/26/2020 8:30:00 AM,10.74,-1.47%,25774
779,"BLD",5416.60,,7.90%,17.60%,12.00%,1.80,1.50,0.57,0.59,26.50%,11.60%,7.80%,8/4/2020 8:30:00 AM,161.35,-2.27%,189128
780,"BLDP",3911.24,,-12.60%,-16.50%,-10.20%,4.60,3.90,0.05,0.06,21.80%,-28.70%,-38.60%,8/5/2020 4:30:00 PM,15.71,0.64%,2777084
781,"BLDR",3788.35,,6.00%,24.70%,14.10%,1.90,1.30,1.72,1.75,26.80%,5.30%,2.80%,7/30/2020 4:30:00 PM,32.28,-2.68%,3517288
782,"BLE",359.99,4.71%,,,,,,,,,,,,15.21,-0.52%,12558
783,"BLES",,2.24%,,,,,,,,,,,,28.90,-0.21%,4165
784,"BLFS",817.86,,3.10%,4.10%,26.30%,6.20,4.70,0.00,0.00,61.50%,24.10%,8.10%,8/6/2020 4:30:00 PM,25.43,-1.43%,286337
785,"BLHY",,4.00%,,,,,,,,,,,,23.45,-0.23%,3650
786,"BLI",3997.25,,,,13.70%,4.00,3.50,,,72.40%,,,,66.51,7.60%,195580
787,"BLIN",8.97,,-22.80%,-65.40%,-297.40%,0.50,0.50,0.19,0.34,56.90%,-31.40%,-23.40%,8/13/2020 4:30:00 PM,1.93,-2.53%,27195
788,"BLK",85989.63,2.58%,2.80%,13.50%,11.10%,,,0.22,0.22,81.70%,34.10%,29.50%,7/17/2020 8:30:00 AM,548.03,-2.44%,906061
789,"BLKB",2864.95,,1.20%,5.70%,3.30%,0.80,0.80,1.17,1.19,53.20%,4.30%,2.40%,7/29/2020 4:30:00 PM,56.05,-1.63%,240506
790,"BLL",27420.38,0.71%,2.20%,12.60%,8.00%,1.00,0.60,2.59,2.78,20.30%,6.50%,3.30%,8/6/2020 8:30:00 AM,84.10,-0.67%,910885
791,"BLMN",1463.02,,-2.60%,-87.10%,15.10%,0.40,0.30,55.85,57.38,68.90%,-2.50%,-2.60%,7/24/2020 8:30:00 AM,15.68,-4.51%,2447268
792,"BLNK",223.78,,-96.70%,-167.40%,-133.60%,1.60,1.10,0.09,0.17,17.20%,,,8/13/2020 4:30:00 PM,7.61,13.58%,6565611
793,"BLOK",,1.83%,,,,,,,,,,,,24.41,-0.65%,37907
794,"BLPH",102.08,,-66.00%,-103.20%,,9.20,9.20,0.00,0.00,,,,8/5/2020 8:30:00 AM,10.79,3.06%,35146
795,"BLRX",34.99,,,,,,,,,,,,8/6/2020 8:30:00 AM,1.76,-0.56%,157308
796,"BLU",144.45,,-32.70%,-34.80%,,10.80,10.80,0.00,0.00,,,,,2.39,1.70%,865378
797,"BLUE",3732.05,,-36.00%,-47.00%,-63.40%,8.20,8.20,0.00,0.00,98.10%,,,,55.92,2.32%,493688
798,"BLV",,3.00%,,,,,,,,,,,,112.94,0.09%,1219467
799,"BLW",545.02,7.74%,,,,,,,,,,,,15.28,0.20%,179276
800,"BLX",494.18,7.98%,1.10%,7.70%,2.60%,,,1.34,2.58,,43.40%,33.40%,,12.72,1.52%,122197
801,"BMA",1870.63,13.64%,7.90%,37.10%,37.70%,,,0.29,0.29,,60.60%,30.80%,,15.39,-4.65%,455321
802,"BMAR",,,,,,,,,,,,,,28.26,0.00%,0
803,"BMAY",,,,,,,,,,,,,,28.04,-0.56%,50
804,"BMCH",2830.33,,6.00%,12.00%,8.90%,2.40,1.70,0.33,0.34,26.10%,4.60%,3.20%,8/3/2020 4:30:00 PM,42.03,-2.38%,1892127
805,"BME",487.73,5.67%,,,,,,,,,,,,41.83,-1.23%,22839
806,"BMI",1841.72,1.13%,10.90%,13.90%,14.20%,3.60,2.30,0.00,0.01,39.00%,14.80%,11.20%,7/16/2020 8:30:00 AM,63.99,0.20%,97907
807,"BMLP",,10.96%,,,,,,,,,,,,28.85,-2.37%,1174
808,"BMO",39163.99,5.24%,0.50%,9.20%,5.40%,,,0.66,3.38,,51.10%,17.90%,8/25/2020 8:30:00 AM,61.45,0.39%,352087
809,"BMRA",84.55,,-23.80%,-36.20%,-17.00%,10.00,8.10,0.00,0.00,26.60%,-35.80%,-34.90%,,7.09,0.71%,99303
810,"BMRC",413.55,3.04%,1.20%,9.70%,24.50%,,,0.01,0.01,,90.50%,32.90%,7/20/2020 8:30:00 AM,29.92,-1.03%,19246
811,"BMRN",13683.28,,2.50%,3.90%,-0.70%,3.30,2.30,0.33,0.45,78.20%,3.20%,6.60%,8/4/2020 4:30:00 PM,78.36,3.60%,2936863
812,"BMTC",538.60,4.01%,0.70%,6.10%,16.80%,,,0.20,0.20,,77.30%,19.70%,7/20/2020 4:30:00 PM,26.59,-1.26%,40152
813,"BMY",132406.45,3.03%,-0.50%,-1.30%,5.50%,1.50,1.40,0.85,0.95,69.90%,15.00%,-1.60%,8/6/2020 8:30:00 AM,59.41,-0.07%,5100711
814,"BND",,2.50%,,,,,,,,,,,,88.44,0.00%,2690348
815,"BNDC",,2.37%,,,,,,,,,,,,27.04,0.12%,4482
816,"BNDW",,2.88%,,,,,,,,,,,,81.90,0.06%,36702
817,"BNDX",,3.31%,,,,,,,,,,,,58.13,0.08%,1909252
818,"BNED",112.59,,-4.00%,-12.40%,-5.20%,1.50,0.30,0.63,0.63,23.20%,-3.30%,-3.00%,9/3/2020 8:30:00 AM,2.26,-0.88%,441719
819,"BNFT",373.96,,-11.80%,108.50%,-9.70%,3.70,3.70,,,50.30%,-6.00%,-13.90%,8/5/2020 4:30:00 PM,11.15,0.45%,366372
820,"BNGO",84.92,,-137.40%,,-114.90%,1.30,1.10,0.31,2.71,34.40%,,,8/13/2020 4:30:00 PM,0.63,6.76%,10792349
821,"BNKD",,,,,,,,,,,,,,11.60,5.09%,13800
822,"BNKO",,,,,,,,,,,,,,27.86,-1.34%,4
823,"BNKU",,,,,,,,,,,,,,12.45,-7.09%,120444
824,"BNO",,,,,,,,,,,,,,11.08,2.31%,1597107
825,"BNOV",,,,,,,,,,,,,,27.68,-0.80%,2511
826,"BNR",2264.98,,,,20.50%,6.50,6.10,,,69.70%,,,8/11/2020 8:30:00 AM,22.33,4.35%,53619
827,"BNS",50398.93,6.51%,0.60%,11.00%,16.50%,,,0.12,0.12,,45.10%,22.30%,8/25/2020 8:30:00 AM,41.96,0.50%,858185
828,"BNSO",17.76,,1.70%,2.70%,2.20%,1.90,1.70,0.00,0.13,56.60%,2.80%,3.00%,,3.67,-0.81%,4445
829,"BNTC",9.98,,-37.80%,-42.00%,13.30%,20.30,20.30,0.02,0.03,,,,,7.05,12.98%,30976
830,"BNTX",14779.75,,,,-31.40%,3.00,2.90,0.12,0.18,83.40%,,,8/11/2020 8:30:00 AM,66.78,1.12%,2847472
831,"BNY",177.51,4.39%,,,,,,,,,,,,13.70,0.15%,7961
832,"BOCH",118.49,2.83%,0.90%,8.10%,24.70%,,,0.12,0.00,,83.60%,23.20%,,7.10,0.42%,9156
833,"BOCT",,,,,,,,,,,,,,27.47,-0.72%,4897
834,"BOE",640.07,7.72%,,,,,,,,,,,,9.80,-0.51%,93719
835,"BOH",2050.39,5.19%,1.00%,14.00%,22.20%,,,0.01,0.01,,72.50%,31.80%,7/27/2020 8:30:00 AM,52.05,0.75%,283193
836,"BOIL",,,,,,,,,,,,,,35.83,-7.56%,1633001
837,"BOKF",3791.61,3.77%,0.80%,7.60%,18.20%,,,0.48,0.48,,66.90%,26.50%,7/22/2020 8:30:00 AM,54.33,0.52%,218441
838,"BOMN",449.23,,-3.80%,-4.80%,-3.40%,8.70,8.70,0.04,0.05,69.50%,-14.40%,-36.90%,,16.46,-1.44%,98971
839,"BOND",,3.10%,,,,,,,,,,,,112.41,-0.11%,141093
840,"BOOM",520.34,,-0.10%,-0.20%,19.20%,2.40,1.20,0.06,0.07,32.20%,3.90%,-0.10%,7/23/2020 4:30:00 PM,33.87,0.18%,159477
841,"BOOT",844.69,,4.20%,12.10%,10.70%,1.30,0.40,0.38,0.78,31.50%,7.40%,4.70%,8/4/2020 4:30:00 PM,29.47,-0.71%,331450
842,"BORR",125.89,,,,,,,,,,,,,0.79,-1.13%,304658
843,"BOSC",11.15,,-4.00%,-7.90%,-3.80%,1.80,1.20,0.16,0.27,20.00%,-1.80%,-3.00%,8/26/2020 8:30:00 AM,2.50,-4.94%,10206
844,"BOSS",,0.32%,,,,,,,,,,,,24.36,-1.65%,301
845,"BOTJ",43.57,2.79%,0.80%,9.10%,32.10%,,,0.08,0.08,,80.70%,18.80%,,10.14,1.00%,1115
846,"BOTZ",,0.36%,,,,,,,,,,,,27.56,-0.43%,888225
847,"BOUT",,,,,,,,,,,,,,22.52,-1.46%,828
848,"BOX",2882.77,,-11.30%,-291.10%,-70.30%,0.90,0.90,2.48,3.35,69.80%,-13.50%,-14.20%,8/26/2020 4:30:00 PM,17.81,-1.36%,2647242
849,"BOXL",74.10,,-29.90%,-210.30%,-141.80%,1.30,1.10,0.12,0.66,27.50%,-23.30%,-22.70%,8/14/2020 8:30:00 AM,1.46,3.55%,2675103
850,"BP",68742.04,6.31%,-7.80%,-24.80%,2.10%,1.30,1.10,1.04,1.24,14.80%,-10.30%,-9.50%,8/4/2020 8:30:00 AM,19.57,-1.95%,15541835
851,"BPFH",468.95,4.21%,0.40%,4.80%,22.60%,,,0.13,0.13,,65.30%,13.40%,7/28/2020 4:30:00 PM,5.74,0.61%,566309
852,"BPMC",4329.34,,-49.70%,-70.40%,-77.80%,5.40,5.40,0.00,0.00,99.80%,,,7/30/2020 8:30:00 AM,78.34,3.11%,647726
853,"BPMP",1151.48,12.86%,24.40%,172.10%,15.00%,14.80,14.80,4.28,4.28,84.80%,67.10%,,8/6/2020 8:30:00 AM,10.79,-0.19%,190761
854,"BPOP",3126.68,4.25%,0.90%,8.50%,23.00%,,,0.11,0.15,,76.10%,22.40%,7/23/2020 8:30:00 AM,37.52,-0.29%,531065
855,"BPT",34.28,45.72%,,,5320.80%,,,0.00,0.00,,,95.30%,,1.71,3.01%,116755
856,"BPTH",15.95,,-51.50%,-56.30%,,13.80,13.80,0.00,0.00,,,,8/14/2020 8:30:00 AM,4.25,3.41%,32128
857,"BPY",11629.33,11.32%,-0.10%,-1.20%,0.80%,0.20,0.20,3.65,4.80,67.10%,7.10%,-2.10%,8/6/2020 8:30:00 AM,11.75,0.00%,2333610
858,"BPYU",580.28,11.23%,1.50%,25.80%,0.90%,,,12.58,12.58,60.80%,14.90%,20.00%,,11.92,0.68%,859899
859,"BQH",44.16,4.06%,,,,,,,,,,,,15.77,0.00%,0
860,"BR",15490.03,1.70%,10.00%,38.40%,16.20%,1.00,1.00,1.03,1.33,27.90%,13.80%,10.20%,8/11/2020 8:30:00 AM,133.62,-1.07%,426772
861,"BRBR",752.21,,6.10%,-2.80%,25.30%,2.30,0.80,,,35.30%,16.40%,4.40%,8/6/2020 4:30:00 PM,19.10,0.53%,117803
862,"BRC",2242.41,2.01%,10.20%,14.00%,15.20%,2.30,1.80,0.00,0.00,49.50%,13.40%,10.70%,9/16/2020 8:30:00 AM,42.45,-2.05%,239811
863,"BREW",303.58,,-2.70%,-5.60%,-7.20%,1.50,0.90,0.42,0.43,29.30%,-6.10%,-4.00%,,15.54,-0.13%,65255
864,"BRF",,3.99%,,,,,,,,,,,,18.69,-0.66%,20762
865,"BRFS",3381.11,,2.70%,17.40%,11.40%,1.30,0.80,3.38,4.02,24.30%,8.40%,3.40%,8/12/2020 4:30:00 PM,4.12,1.23%,3412950
866,"BRG",200.37,8.16%,0.10%,2.20%,2.00%,,,25.68,25.68,62.90%,4.90%,0.60%,8/10/2020 8:30:00 AM,7.89,-1.00%,89133
867,"BRID",165.43,,4.90%,9.70%,8.00%,3.10,2.10,0.36,0.43,30.50%,2.70%,3.50%,,18.02,-0.33%,314
868,"BRK-A",524383.59,,2.80%,5.60%,1.50%,,,0.26,0.27,22.00%,6.70%,8.90%,,326801.00,-0.91%,367
869,"BRK-B",533603.69,,,,,,,,,,,,8/7/2020 4:30:00 PM,218.01,-0.72%,5357556
870,"BRKL",717.28,5.08%,0.60%,5.10%,19.80%,,,0.15,0.15,,72.90%,13.80%,7/22/2020 4:30:00 PM,9.04,-0.22%,374407
871,"BRKR",5733.64,0.41%,6.00%,18.50%,12.70%,2.60,1.70,1.03,1.14,47.20%,13.20%,8.40%,8/3/2020 4:30:00 PM,39.04,1.14%,595178
872,"BRKS",3484.13,0.86%,29.60%,38.70%,3.30%,2.90,2.40,0.04,0.04,41.00%,5.80%,52.70%,7/30/2020 4:30:00 PM,45.65,-1.51%,497653
873,"BRLI",59.70,,,,,,,,,,,,,9.77,0.00%,13309
874,"BRLIU",,,,,,,,,,,,,,10.20,0.00%,2065
875,"BRMK",1354.45,7.07%,,,6.40%,,,0.00,0.00,,,,8/10/2020 4:30:00 PM,10.09,-0.88%,165791
876,"BRN",6.07,,-50.80%,-743.20%,,1.30,1.30,,,30.20%,-67.00%,-58.80%,,0.74,-1.33%,26329
877,"BRO",12840.61,0.75%,5.50%,12.40%,9.20%,1.20,1.20,0.44,0.45,,25.70%,17.10%,7/27/2020 4:30:00 PM,44.75,-0.95%,739836
878,"BROG",960.75,,-32.50%,-40.40%,-35.80%,0.30,0.30,0.59,0.71,76.90%,,,6/30/2020 4:30:00 PM,9.03,0.33%,455
879,"BRP",2170.20,,-2.90%,-17.40%,-10.40%,2.10,2.10,1.01,1.01,27.70%,-14.00%,-8.40%,8/13/2020 4:30:00 PM,25.71,-3.78%,246996
880,"BRPA",28.92,,0.80%,0.90%,,0.10,0.10,0.67,0.67,,,,,10.68,-0.65%,346
881,"BRQS",32.24,,,,,,,,,,,,,1.06,2.91%,245340
882,"BRT",225.67,6.80%,0.10%,0.20%,-2.70%,,,0.86,0.86,56.10%,-42.30%,1.30%,8/10/2020 4:30:00 PM,12.82,-0.93%,28806
883,"BRX",4000.41,,2.50%,7.80%,5.40%,,,1.98,0.00,74.10%,32.40%,18.90%,8/3/2020 4:30:00 PM,13.15,-0.83%,3821399
884,"BRY",327.95,,-8.30%,-14.90%,5.70%,1.70,1.50,0.50,0.00,68.30%,-19.30%,-19.60%,8/4/2020 4:30:00 PM,4.01,9.86%,850603
885,"BRZU",,8.39%,,,,,,,,,,,,84.90,1.63%,215894
886,"BSA",,,,,,,,,,,,,,25.00,-0.04%,22993
887,"BSAC",7127.89,2.82%,0.90%,14.00%,4.60%,,,4.57,4.57,,39.70%,20.60%,,14.75,-0.27%,454837
888,"BSAE",,3.76%,,,,,,,,,,,,25.49,-0.12%,776
889,"BSBE",,4.07%,,,,,,,,,,,,26.02,0.00%,0
890,"BSBK",96.96,,0.20%,1.50%,13.80%,,,0.00,0.00,,49.90%,6.50%,,7.90,0.38%,1410
891,"BSBR",20469.53,13.08%,1.90%,15.40%,14.00%,,,0.82,0.82,,39.90%,22.00%,,5.35,0.00%,521816
892,"BSCK",,2.36%,,,,,,,,,,,,21.22,-0.05%,252889
893,"BSCL",,2.57%,,,,,,,,,,,,21.37,0.05%,293362
894,"BSCM",,2.65%,,,,,,,,,,,,21.88,0.00%,312896
895,"BSCN",,2.74%,,,,,,,,,,,,21.89,0.00%,333092
896,"BSCO",,2.78%,,,,,,,,,,,,22.28,-0.02%,148706
897,"BSCP",,2.89%,,,,,,,,,,,,22.48,0.02%,159979
898,"BSCQ",,2.80%,,,,,,,,,,,,21.80,0.00%,62119
899,"BSCR",,2.94%,,,,,,,,,,,,22.13,0.03%,39560
900,"BSCS",,2.96%,,,,,,,,,,,,23.31,-0.04%,31586
901,"BSCT",,,,,,,,,,,,,,21.57,-0.04%,23371
902,"BSD",98.59,4.89%,,,,,,,,,,,,13.47,-0.15%,13668
903,"BSDE",,4.14%,,,,,,,,,,,,26.10,0.08%,208
904,"BSE",86.52,4.37%,,,,,,,,,,,,13.24,-0.23%,2459
905,"BSEP",,,,,,,,,,,,,,26.80,-0.61%,47042
906,"BSET",134.09,2.37%,-6.50%,-12.80%,-0.40%,1.30,0.70,0.01,0.01,59.30%,-7.90%,-5.50%,7/9/2020 8:30:00 AM,14.00,3.78%,103548
907,"BSGM",245.52,,-235.90%,-283.60%,,10.70,10.50,0.00,0.00,,,,,8.49,2.91%,891964
908,"BSIG",1062.65,0.30%,13.70%,332.10%,36.60%,,,7.54,7.55,,31.00%,25.50%,8/6/2020 8:30:00 AM,13.30,-1.26%,494406
909,"BSJK",,3.21%,,,,,,,,,,,,23.38,-0.09%,109742
910,"BSJL",,4.95%,,,,,,,,,,,,23.01,-0.04%,129869
911,"BSJM",,5.10%,,,,,,,,,,,,22.95,0.00%,78830
912,"BSJN",,5.49%,,,,,,,,,,,,24.79,0.00%,120743
913,"BSJO",,5.21%,,,,,,,,,,,,24.38,-0.04%,36082
914,"BSJP",,5.82%,,,,,,,,,,,,23.74,0.04%,36061
915,"BSJQ",,5.59%,,,,,,,,,,,,24.83,-0.08%,25699
916,"BSJR",,,,,,,,,,,,,,24.77,-0.37%,1225
917,"BSL",212.02,8.08%,,,,,,,,,,,,13.96,0.65%,50596
918,"BSM",1303.49,9.33%,10.30%,19.50%,19.70%,14.60,14.60,0.42,0.42,85.10%,42.20%,34.00%,7/27/2020 4:30:00 PM,6.37,-0.93%,296630
919,"BSML",,,,,,,,,,,,,,25.36,0.06%,1480
920,"BSMM",,,,,,,,,,,,,,25.44,0.04%,1401
921,"BSMN",,,,,,,,,,,,,,25.61,0.10%,600
922,"BSMO",,,,,,,,,,,,,,25.65,0.02%,3902
923,"BSMP",,,,,,,,,,,,,,25.86,0.23%,8261
924,"BSMQ",,,,,,,,,,,,,,25.56,-0.16%,2766
925,"BSMR",,,,,,,,,,,,,,25.39,0.08%,1730
926,"BSMS",,,,,,,,,,,,,,25.77,-0.12%,10
927,"BSMT",,,,,,,,,,,,,,25.58,-0.14%,22
928,"BSMX",4262.24,12.74%,,,,,,,,,,,7/29/2020 4:30:00 PM,3.22,2.55%,608792
929,"BSQR",18.63,,-17.40%,-41.80%,-96.20%,1.80,1.80,0.11,0.19,16.00%,-7.30%,-7.20%,8/13/2020 4:30:00 PM,1.41,0.71%,15278
930,"BSRR",271.01,4.47%,1.20%,10.90%,24.10%,,,0.11,0.11,,89.00%,32.10%,,17.68,-1.23%,15443
931,"BST",988.19,4.87%,,,,,,,,,,,,40.42,-1.15%,47428
932,"BSTC",409.88,,14.20%,14.60%,18.10%,29.20,29.20,0.00,0.00,,61.20%,52.50%,,55.59,0.63%,19567
933,"BSTZ",1951.47,4.80%,,,,,,,,,,,,24.75,-0.96%,193271
934,"BSV",,2.14%,,,,,,,,,,,,83.04,-0.04%,1719289
935,"BSX",58469.21,,13.50%,30.00%,6.00%,1.90,1.40,0.59,0.61,67.70%,6.60%,39.20%,7/29/2020 8:30:00 AM,39.67,-1.29%,8753264
936,"BTA",163.53,5.01%,,,,,,,,,,,,12.22,0.33%,24975
937,"BTAI",1057.41,,-90.70%,-114.50%,,4.20,4.20,0.00,0.00,,,,8/14/2020 8:30:00 AM,48.29,-0.12%,298269
938,"BTAL",,0.84%,,,,,,,,,,,,22.65,0.40%,107647
939,"BTBT",173.75,,-95.20%,-108.60%,-272.60%,1.30,1.30,0.00,0.00,99.60%,,,,4.24,2.66%,43926
940,"BTE",254.97,,-58.10%,-154.00%,0.70%,0.70,0.70,4.40,4.41,66.60%,,,7/29/2020 4:30:00 PM,0.44,-2.82%,1667338
941,"BTEC",,,,,,,,,,,,,,46.83,-0.57%,7715
942,"BTG",7201.98,,,,,,,,,,,,8/5/2020 4:30:00 PM,6.97,1.16%,6109674
943,"BTI",79901.14,7.79%,4.30%,9.60%,6.30%,0.90,0.50,0.63,0.73,83.20%,37.50%,24.40%,,34.98,0.49%,1716532
944,"BTN",24.12,,-11.70%,-27.60%,-15.90%,1.10,1.00,0.29,0.59,33.90%,-6.00%,-12.40%,8/12/2020 4:30:00 PM,1.70,0.00%,14573
945,"BTO",422.52,9.75%,,,,,,,,,,,07/16/2020,22.50,-0.31%,63544
946,"BTT",1761.93,3.00%,,,,,,,,,,,,25.00,0.04%,63934
947,"BTU",292.33,18.07%,-33.40%,-91.30%,0.40%,2.00,1.60,1.70,1.71,17.10%,-48.90%,-55.40%,8/5/2020 8:30:00 AM,3.73,16.20%,6603144
948,"BTZ",1303.10,7.25%,,,,,,,,,,,,13.92,-0.14%,118863
949,"BUD",98718.18,2.54%,,,7.40%,1.20,1.00,1.77,1.88,59.20%,20.20%,-1.50%,7/30/2020 8:30:00 AM,58.00,1.67%,1696839
950,"BUG",,,,,,,,,,,,,,21.09,-1.33%,234225
951,"BUI",388.00,6.63%,,,,,,,,,,,,21.85,-0.09%,20757
952,"BURL",14487.58,,-1.30%,-21.30%,32.60%,1.50,1.00,8.24,8.25,37.50%,-3.60%,-1.30%,8/27/2020 8:30:00 AM,213.59,-1.63%,584221
953,"BUSE",946.05,5.14%,0.90%,7.70%,17.10%,,,0.24,0.24,,80.80%,27.30%,7/28/2020 4:30:00 PM,16.97,-0.88%,81532
954,"BUY",,8.76%,,,,,,,,,,,,16.83,-1.00%,1419
955,"BUYZ",,,,,,,,,,,,,,39.88,-1.24%,6523
956,"BV",1289.15,,-0.30%,-0.80%,4.80%,1.40,1.30,0.92,0.94,25.50%,2.20%,-0.40%,8/5/2020 8:30:00 AM,12.24,0.82%,194299
957,"BVN",2039.48,0.73%,-3.70%,-5.40%,-1.00%,1.30,1.00,0.15,0.23,5.40%,-13.70%,-22.00%,7/30/2020 4:30:00 PM,12.15,-1.62%,2391736
958,"BVXV",500.89,,,207.10%,,6.50,6.50,,,,,,,40.90,6.23%,54954
959,"BW",122.33,,-15.20%,29.90%,-247.00%,1.30,1.10,,,22.90%,-2.60%,-14.20%,8/13/2020 8:30:00 AM,2.51,0.40%,68388
960,"BWA",8061.54,1.72%,4.50%,9.60%,12.90%,2.40,1.90,0.60,0.66,19.30%,9.90%,5.10%,8/5/2020 8:30:00 AM,39.58,0.05%,2363007
961,"BWAY",68.31,,,,,,,,,,,,8/12/2020 8:30:00 AM,5.99,-2.44%,3242
962,"BWB",279.75,,1.30%,12.70%,22.80%,,,0.33,0.33,,69.20%,28.70%,7/30/2020 8:30:00 AM,9.64,-0.72%,58084
963,"BWEN",55.11,,-0.80%,-2.30%,-4.30%,1.00,0.50,0.26,0.59,9.80%,0.50%,-0.50%,8/5/2020 8:30:00 AM,3.04,-3.18%,133630
964,"BWFG",124.38,3.62%,0.50%,5.70%,23.40%,,,0.15,0.15,,57.00%,12.50%,,15.42,-0.45%,11606
965,"BWG",262.37,6.72%,,,,,,,,,,,,12.50,0.00%,241401
966,"BWL-A",48.50,7.22%,5.30%,6.70%,9.70%,2.90,2.70,0.00,0.00,65.10%,8.20%,6.90%,,9.97,2.78%,48
967,"BWMX",652.71,8.15%,-0.10%,-0.20%,,0.00,0.00,0.00,0.00,,,,,19.68,-5.84%,111419
968,"BWX",,1.10%,,,,,,,,,,,,30.13,0.50%,99631
969,"BWXT",5498.00,1.32%,14.40%,66.10%,20.90%,1.70,1.60,1.72,1.72,27.90%,17.60%,13.40%,8/3/2020 4:30:00 PM,58.42,1.18%,412227
970,"BWZ",,0.32%,,,,,,,,,,,,31.74,0.32%,16200
971,"BX",64009.03,3.47%,2.50%,12.30%,18.80%,,,1.91,1.93,,,23.40%,7/23/2020 8:30:00 AM,52.20,-2.48%,3843374
972,"BXC",185.14,,-1.10%,50.00%,6.20%,3.10,1.50,,,14.00%,1.50%,-0.40%,8/4/2020 4:30:00 PM,18.31,2.06%,116775
973,"BXG",390.64,,1.60%,5.50%,4.40%,,,1.69,1.69,74.70%,5.70%,3.60%,8/10/2020 4:30:00 PM,5.38,0.37%,43159
974,"BXMT",3614.75,10.47%,0.70%,3.10%,1.90%,,,3.51,3.51,50.40%,14.40%,14.20%,7/29/2020 8:30:00 AM,23.64,-0.17%,819614
975,"BXMX",1182.43,,,,,,,,,,,,,11.27,-0.79%,382175
976,"BXP",14213.44,4.36%,4.60%,17.80%,5.70%,,,2.22,2.22,63.10%,33.70%,34.80%,7/28/2020 4:30:00 PM,87.87,-2.29%,937034
977,"BXRX",64.46,,-147.40%,239.80%,,2.10,2.10,,,-86.20%,,,8/10/2020 8:30:00 AM,3.40,0.00%,129788
978,"BXS",2158.54,3.58%,1.20%,9.50%,20.70%,,,0.12,0.12,,80.80%,29.20%,7/20/2020 4:30:00 PM,20.54,-0.53%,231945
979,"BY",457.11,1.01%,0.70%,5.70%,22.60%,,,0.11,0.11,,73.80%,16.50%,7/23/2020 4:30:00 PM,11.69,-1.18%,23417
980,"BYD",3198.68,,-2.80%,-16.60%,7.80%,2.90,2.80,4.87,4.89,47.20%,-1.20%,-7.60%,7/28/2020 4:30:00 PM,27.80,-2.15%,915021
981,"BYFC",29.88,,0.00%,-0.30%,20.40%,,,0.08,0.08,,61.70%,-0.90%,,1.53,-1.29%,150944
982,"BYLD",,3.52%,,,,,,,,,,,,25.83,-0.17%,11242
983,"BYM",375.23,4.08%,,,,,,,,,,,,14.18,-0.21%,15753
984,"BYND",10368.07,,-1.00%,-1.20%,-0.10%,6.50,4.30,0.13,0.13,34.30%,-0.90%,-1.20%,8/4/2020 4:30:00 PM,157.22,0.42%,4744546
985,"BYSI",453.00,,-131.60%,-207.90%,,3.80,3.80,0.07,0.07,,,,9/3/2020 8:30:00 AM,15.09,4.00%,52776
986,"BZH",378.22,,1.50%,5.70%,-4.50%,,,2.09,2.09,15.70%,2.40%,1.40%,7/30/2020 4:30:00 PM,11.85,-3.86%,280133
987,"BZM",29.50,3.60%,,,,,,,,,,,,14.00,-1.16%,1230
988,"BZQ",,1.29%,,,,,,,,,,,,13.72,-1.65%,741269
989,"BZUN",2306.63,,3.80%,10.10%,6.00%,3.20,2.70,0.73,0.88,62.00%,4.50%,3.30%,8/21/2020 8:30:00 AM,34.75,-4.74%,1181066
990,"C",95713.32,4.43%,0.60%,7.20%,8.30%,,,1.51,1.51,,47.20%,18.10%,7/14/2020 8:30:00 AM,45.53,-1.06%,24598556
991,"CAAP",363.09,,-3.50%,-17.50%,6.00%,0.70,0.70,1.31,1.71,18.50%,-2.30%,-10.50%,8/20/2020 4:30:00 PM,2.23,1.59%,93926
992,"CAAS",91.14,,0.30%,0.70%,1.30%,1.40,1.10,0.00,0.21,14.20%,-0.50%,0.50%,8/14/2020 8:30:00 AM,3.20,0.95%,28513
993,"CABA",279.95,,-21.40%,-27.90%,,37.80,37.80,0.00,0.00,,,,,11.77,-2.00%,129413
994,"CABO",11084.55,0.55%,7.40%,25.10%,9.90%,3.50,3.50,1.28,1.31,67.30%,28.10%,18.80%,8/6/2020 4:30:00 PM,1769.49,-3.10%,31471
995,"CAC",460.55,4.33%,1.20%,11.10%,20.70%,,,0.12,0.12,,79.30%,33.10%,7/28/2020 4:30:00 PM,30.39,-0.43%,26578
996,"CACC",6097.96,,4.70%,15.50%,12.40%,,,2.32,2.32,,41.70%,21.80%,7/30/2020 4:30:00 PM,329.68,-2.90%,129017
